gene_id	target_id
agrp2	ENSAPEG00000000005
dctn1	ENSAPEG00000019554
dctn2	ENSAPEG00000008529
ippk	ENSAPEG00000023634
map2k1	ENSAPEG00000020723
myo7aa	ENSAPEG00000018128
myo7ab	ENSAPEG00000010851
rab11a	ENSAPEG00000000075
rab11b	ENSAPEG00000009177
rab17	ENSAPEG00000002915
rab1a	ENSAPEG00000001358
rab3ip	ENSAPEG00000019183
rab8a	ENSAPEG00000022630
ric8b	ENSAPEG00000006726
tmem33	ENSAPEG00000019346
tpcn2	ENSAPEG00000002855
trappc6a	ENSAPEG00000015505
