gene_id	target_id
acaa1	ENSAPEG00000022396
acaa2	ENSAPEG00000017346
acad11	ENSAPEG00000016555
acad8	ENSAPEG00000007232
acad9	ENSAPEG00000015647
acadl	ENSAPEG00000013016
acadm	ENSAPEG00000011508
acads	ENSAPEG00000008223
acadsb	ENSAPEG00000020355
acadvl	ENSAPEG00000007921
cpt1a	ENSAPEG00000010158
cpt1b	ENSAPEG00000004227
cpt1c	ENSAPEG00000019296
cpt2	ENSAPEG00000023387
